"","school_id","child_age","child_sex","father_education","mother_education","m_sec_t1","m_sec_t2","m_sec_t3","f_sec_t1","f_sec_t2","f_sec_t3","c_er_t1","c_er_t2","c_er_t3","mc_att_t1","mc_att_t2","mc_att_t3","fc_att_t1","fc_att_t2","fc_att_t3","rel_length","child_age","child_sex"
"61",13.1,3.64134154688569,0,"college education","high school",2.8,2.7,2.4,3.9,3.2,3.9,NA,3.33333333333333,3.5,3.36363636363636,3.09090909090909,3.09090909090909,2.63636363636364,2.45454545454545,2.72727272727273,19.5,3.64134154688569,0
"62",21.2,5.70841889117043,0,"high school","college education",2.2,1.7,2,1.4,1.8,2,2.83333333333333,3.66666666666667,3.66666666666667,3.09090909090909,3.27272727272727,3.45454545454545,3.09090909090909,3.09090909090909,3.18181818181818,9.16666666666667,5.70841889117043,0
"63",18.2,3.70431211498973,0,"college education","high school",2.7,1.8,2.3,1.3,1.5,1.7,3,3.5,3.16666666666667,3.27272727272727,3.54545454545455,3.27272727272727,3.63636363636364,3.36363636363636,3.09090909090909,16.8333333333333,3.70431211498973,0
"64",14.1,3.58658453114305,1,"college education","college education",2.7,NA,3.5,3.2,NA,NA,NA,NA,4,3.18181818181818,NA,2.90909090909091,3.09090909090909,NA,NA,23,3.58658453114305,1
"65",17.1,4.82409308692676,0,NA,NA,NA,4.1,4.3,NA,3.8,4,NA,3.66666666666667,3.2,NA,3.27272727272727,3.63636363636364,NA,2.27272727272727,2.72727272727273,NA,4.82409308692676,0
"66",12.2,4.80219028062971,0,"college education","college education",2.7,NA,NA,2.8,NA,NA,3.83333333333333,3.66666666666667,3.16666666666667,3.63636363636364,NA,NA,2.54545454545455,NA,NA,8.16666666666667,4.80219028062971,0
"67",24.1,4.27104722792608,0,"less than high school","high school",2.2,NA,NA,1.3,NA,NA,3.33333333333333,NA,4,2.72727272727273,NA,NA,3.18181818181818,NA,NA,14.25,4.27104722792608,0
"68",10.4,4.12046543463381,0,"college education","college education",2,2.4,NA,2,2.8,NA,3.66666666666667,3.83333333333333,4,3.45454545454545,3.54545454545455,NA,3.18181818181818,2.90909090909091,NA,11,4.12046543463381,0
"69",7.2,4.55578370978782,0,"high school","high school",NA,1.6,3.5,1.1,1.9,2,2.66666666666667,2.66666666666667,3.33333333333333,2.81818181818182,3.36363636363636,2.54545454545455,2.63636363636364,3.09090909090909,3.09090909090909,16.5833333333333,4.55578370978782,0
"70",3.1,3.46885694729637,0,"high school","college education",1.8,1.9,1,1.6,2.2,1,NA,2.83333333333333,NA,3.81818181818182,3.54545454545455,3.81818181818182,2.72727272727273,3.09090909090909,3.81818181818182,10,3.46885694729637,0
"71",14.1,3.30458590006845,0,"high school","college education",2.6,NA,NA,2,NA,NA,NA,NA,3.83333333333333,3.45454545454545,NA,NA,3.27272727272727,NA,NA,13.8333333333333,3.30458590006845,0
"72",3.4,4.19712525667351,0,"college education","college education",1.9,NA,3.1,1.7,NA,2.5,NA,4,3.66666666666667,3.90909090909091,NA,3.45454545454545,3.72727272727273,NA,3.27272727272727,13.0833333333333,4.19712525667351,0
"73",3.2,3.66598220396988,1,"high school","college education",1.7,NA,2.3,3.6,NA,2.5,NA,NA,NA,3.54545454545455,NA,3.63636363636364,2.18181818181818,NA,2.27272727272727,13.5833333333333,3.66598220396988,1
"74",1.1,4.08487337440109,1,"college education","college education",2,NA,2.3,1.3,NA,2.7,NA,NA,3.8,3.36363636363636,NA,3.90909090909091,2.45454545454545,NA,2.63636363636364,6.66666666666667,4.08487337440109,1
"75",17.1,3.34017796030116,0,"high school","high school",2.6,4.2,1.8,4.5,2.5,4.6,3,3.5,3.83333333333333,2.54545454545455,3.63636363636364,2.63636363636364,3.09090909090909,2.63636363636364,3.54545454545455,9.5,3.34017796030116,0
"76",2.1,3.66872005475702,0,"college education","college education",1.2,1.2,1.5,2.2,2.6,NA,NA,3.83333333333333,4,3.09090909090909,2.90909090909091,3.63636363636364,2.81818181818182,2.63636363636364,NA,14.1666666666667,3.66872005475702,0
"77",7.2,3.95893223819302,0,"college education","college education",1.9,1.7,2.3,NA,2.5,3,3,3.16666666666667,3,3.36363636363636,3.27272727272727,3.45454545454545,3.18181818181818,3.36363636363636,3.18181818181818,10.5701877558718,3.95893223819302,0
"78",12.2,4.78576317590691,0,"high school","college education",1.6,1.8,1.4,3.1,2.3,2.1,NA,3.83333333333333,3.16666666666667,3.09090909090909,3.45454545454545,3.45454545454545,3,3.18181818181818,3.09090909090909,15.75,4.78576317590691,0
"79",10.4,4.48459958932238,0,"college education","college education",1.7,2,2.1,2.3,2.2,2.1,NA,4,2.5,2.63636363636364,2.90909090909091,3.27272727272727,2.63636363636364,3,3,14.6666666666667,4.48459958932238,0
"80",22.2,3.50171115674196,0,"high school","high school",4.8,NA,4.3,4.5,NA,4.5,3.8,2.83333333333333,3.16666666666667,2.90909090909091,NA,3.45454545454545,3.36363636363636,NA,3,11,3.50171115674196,0
"81",15.1,3.08008213552361,0,"high school","high school",1.6,2.4,2.5,4,3.4,2.9,NA,3.5,3.83333333333333,3.36363636363636,3.09090909090909,3.54545454545455,3.18181818181818,3.18181818181818,3.45454545454545,7.33333333333333,3.08008213552361,0
"82",18.1,3.84120465434634,1,"high school","college education",2.1,1.7,1.6,2.7,1.9,2.7,3.66666666666667,3.5,3.16666666666667,3.27272727272727,3.27272727272727,3.72727272727273,2.36363636363636,2.36363636363636,2.81818181818182,11.3333333333333,3.84120465434634,1
"83",16.2,4.50650239561944,0,"high school","high school",3.6,NA,2.7,3.9,NA,3.6,3.66666666666667,NA,3.6,3,NA,2.90909090909091,3.09090909090909,NA,2.54545454545455,24,4.50650239561944,0
"84",25.2,5.26762491444216,0,"high school","high school",3.1,3.2,2.6,2.8,2.7,2.5,3.83333333333333,3.16666666666667,4,3.81818181818182,3.54545454545455,3,2.45454545454545,2.45454545454545,2.72727272727273,7.33333333333333,5.26762491444216,0
"85",10.3,3.6933607118412,0,"high school","college education",2.1,NA,NA,1.9,NA,NA,3.33333333333333,NA,3.33333333333333,3.27272727272727,NA,NA,2.27272727272727,NA,NA,6.41666666666667,3.6933607118412,0
"86",10.2,3.26078028747433,0,"college education","college education",2,1.7,2.1,3.2,2.2,2.8,3,3.33333333333333,3.5,3,3,3,2.81818181818182,2.90909090909091,2.90909090909091,19,3.26078028747433,0
"87",14.1,4.58590006844627,0,"college education","college education",1.3,NA,NA,2.1,NA,NA,NA,NA,2.5,3.18181818181818,NA,2.54545454545455,2.63636363636364,NA,3,8.66666666666667,4.58590006844627,0
"88",7.2,4.19164955509925,0,"high school","high school",2.2,1.5,3.2,2.4,2.7,2.5,3,3.66666666666667,3,3.36363636363636,3.81818181818182,3.81818181818182,2.18181818181818,3.18181818181818,3.54545454545455,15.4774964535877,4.19164955509925,0
"89",2.1,4.35592060232717,0,NA,NA,NA,3.1,1.9,NA,1.5,1.4,NA,4,4,NA,2.72727272727273,2.63636363636364,NA,2.72727272727273,3,NA,4.35592060232717,0
"90",18.4,5.19096509240246,0,"high school","college education",1.6,1.875,NA,1.5,1.7,NA,3.83333333333333,3.5,3.33333333333333,3.09090909090909,3.18181818181818,NA,3.09090909090909,3.45454545454545,NA,15,5.19096509240246,0
"91",19.3,4.88980150581793,1,"college education","college education",2.6,2.3,1.4,2.6,2.8,2.5,3.66666666666667,4,NA,3.54545454545455,3.36363636363636,3.54545454545455,2.81818181818182,2.63636363636364,3,10.5,4.88980150581793,1
"92",16.2,4.10677618069815,1,"high school","college education",4.1,3.2,2.8,2.4,2,2.2,3.66666666666667,3.83333333333333,2.66666666666667,3.18181818181818,2.90909090909091,2.81818181818182,3,3.09090909090909,3.09090909090909,7,4.10677618069815,1
"93",16.2,4.88158795345654,1,"less than high school","less than high school",1.6,NA,NA,1.4,NA,NA,NA,NA,NA,2.81818181818182,NA,NA,2.54545454545455,NA,NA,13,4.88158795345654,1
"94",5.2,4.17522245037645,1,"college education","college education",2.7,NA,NA,3,NA,NA,NA,NA,NA,2.81818181818182,NA,NA,2.90909090909091,NA,NA,13.2880818038375,4.17522245037645,1
"95",24.1,4.68993839835729,1,"high school","college education",3.1,NA,NA,3.4,NA,NA,3.66666666666667,NA,4,2.72727272727273,NA,NA,2.54545454545455,NA,NA,17.0833333333333,4.68993839835729,1
"96",13.2,4.25735797399042,0,"high school","high school",3.2,3,NA,3.1,3,NA,2.33333333333333,3.33333333333333,3.33333333333333,3.63636363636364,2.90909090909091,NA,3,2.81818181818182,NA,9.16666666666667,4.25735797399042,0
"97",4.1,4.30937713894593,1,"college education","college education",1.5,1.1,1.2,1.6,1.3,2,3.5,3.83333333333333,3.66666666666667,2.72727272727273,3.27272727272727,3.36363636363636,2.81818181818182,2.72727272727273,3.18181818181818,18,4.30937713894593,1
"98",5.2,3.87953456536619,1,"high school","less than high school",3.3,NA,NA,3.6,NA,NA,NA,4,4,3.09090909090909,3.36363636363636,NA,2.63636363636364,NA,NA,12.3333333333333,3.87953456536619,1
"99",21.1,4.2984257357974,1,"high school","high school",2,3,NA,2,3.8,NA,3.66666666666667,3.5,2.83333333333333,3.90909090909091,4,NA,2.90909090909091,3.18181818181818,NA,13.6666666666667,4.2984257357974,1
"100",11.1,3.08008213552361,1,"college education","college education",1.9,NA,1.9,1.8,NA,2.1,3.66666666666667,4,4,3.81818181818182,NA,3.09090909090909,3.18181818181818,NA,3.09090909090909,16,3.08008213552361,1
"101",10.4,4.27378507871321,0,"high school","high school",1.8,NA,4,1.9,NA,2.2,NA,NA,4,3.81818181818182,NA,2.81818181818182,2.27272727272727,NA,3,6.16666666666667,4.27378507871321,0
"102",13.1,3.3429158110883,0,"college education","college education",2.6,NA,NA,1.6,NA,NA,2.83333333333333,NA,NA,3.18181818181818,NA,NA,3.45454545454545,NA,NA,7.66666666666667,3.3429158110883,0
"103",18.2,3.63586584531143,1,"high school","college education",2.1,NA,NA,1.6,NA,NA,3.33333333333333,3.66666666666667,3.33333333333333,3.63636363636364,NA,NA,2.90909090909091,NA,NA,14.4960347140445,3.63586584531143,1
"104",3.2,3.7700205338809,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66666666666667,3.66666666666667,NA,NA,NA,NA,NA,NA,NA,3.7700205338809,1
"105",7.1,3.22518822724162,0,"high school","college education",1.1,1.6,1.1,2.2,2.2,2.8,2.5,3.66666666666667,3.33333333333333,3.09090909090909,3.09090909090909,3.72727272727273,3.54545454545455,3.63636363636364,3.45454545454545,10,3.22518822724162,0
"106",7.2,4.08213552361396,0,"high school","college education",2.4,NA,2.8,1.2,NA,1.7,2.83333333333333,NA,3.83333333333333,3,NA,3.36363636363636,3.45454545454545,NA,3.54545454545455,13,4.08213552361396,0
"107",15.1,3.99726214921287,0,"high school","college education",3,1.6,2.2,2.675,2,1.6,4,3.33333333333333,3,2.90909090909091,3.18181818181818,3.18181818181818,3.45454545454545,3.63636363636364,3.72727272727273,7,3.99726214921287,0
"108",5.2,3.74811772758385,0,"college education","college education",1.3,NA,NA,1.2,NA,NA,NA,NA,NA,3.63636363636364,NA,NA,3.18181818181818,NA,NA,11,3.74811772758385,0
"109",5.1,3.4798083504449,0,"high school","high school",1.8,NA,NA,3.3,NA,NA,2.66666666666667,NA,3.16666666666667,2.87455944915773,NA,NA,3.36363636363636,NA,NA,15.5,3.4798083504449,0
"110",11.1,3.17590691307324,1,"high school","high school",4.2,2.7,3.9,4.5,NA,4.9,NA,4,4,3,3.36363636363636,3.45454545454545,2.45454545454545,2.45454545454545,2.81818181818182,8.83333333333333,3.17590691307324,1
"111",10.4,4.31211498973306,0,NA,"college education",2.9,NA,4.3,4.4,NA,4,3.66666666666667,3.66666666666667,4,3.18181818181818,NA,3,2.90909090909091,NA,3,12.6666666666667,4.31211498973306,0
"112",18.2,5.02121834360027,1,"high school","college education",4.2,NA,NA,3.4,NA,NA,3.33333333333333,NA,3.66666666666667,3,NA,NA,2.81818181818182,NA,NA,13,5.02121834360027,1
"113",18.1,4.0082135523614,1,"less than high school","college education",2.5,2.2,2.9,4.2,3,3.8,3.16666666666667,2.33333333333333,2.66666666666667,3.27272727272727,3.64501773756769,3.54545454545455,3,3.27272727272727,2.72727272727273,12.4166666666667,4.0082135523614,1
"114",18.1,3.66598220396988,1,"high school","high school",1.4,NA,1.4,4,NA,1.4,3.66666666666667,3.5,3.16666666666667,4,NA,4,2.18181818181818,NA,3.72727272727273,7.33333333333333,3.66598220396988,1
"115",3.1,3.4113620807666,0,"college education","college education",3.8,NA,2.7,2,NA,1.5,4,NA,NA,3,NA,3.54545454545455,3.18181818181818,NA,3.36363636363636,10.4191936420959,3.4113620807666,0
"116",14.1,3.08555783709788,1,"college education","college education",1.3,NA,NA,1.5,NA,NA,NA,NA,4,3.36363636363636,NA,NA,2.81818181818182,NA,NA,13.5833333333333,3.08555783709788,1
"117",14.1,4.16700889801506,1,"high school","high school",1.8,NA,NA,2.8,NA,NA,NA,NA,2.83333333333333,3.54545454545455,NA,NA,3.63636363636364,NA,NA,10,4.16700889801506,1
"118",18.4,4.8186173853525,1,"high school","high school",3.6,4.7,NA,2.5,2.9,NA,3.5,3.5,3.33333333333333,2.18181818181818,3.18181818181818,NA,2.54545454545455,3,NA,10,4.8186173853525,1
